"","game_date","game_name","team_name","opp_team_name","team_venue","player_name","period","situation_type","event_type","event_successful","event_time","x_event","y_event","receiver_name","receiver_x","receiver_y","shot_type","goal","goal_predictions"
"741","2/11/2018","2018-02-11 - Olympic Athletes from Russia - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Olympic Athletes from Russia","home","Rebecca Johnston",3,"5 on 5","Shot","f",815,182,43,"",NA,NA,"Deflection",0,0.182851853193236
"743","2/11/2018","2018-02-11 - Olympic Athletes from Russia - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Olympic Athletes from Russia","home","Rebecca Johnston",3,"5 on 5","Shot","f",806,168,66,"",NA,NA,"Snapshot",0,0.051594372856669
"748","2/11/2018","2018-02-11 - Olympic Athletes from Russia - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Olympic Athletes from Russia","home","Marie-Philip Poulin",3,"5 on 4","Shot","f",770,142,60,"",NA,NA,"Slapshot",0,0.0127927177576613
"755","2/11/2018","2018-02-11 - Olympic Athletes from Russia - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Olympic Athletes from Russia","home","Rebecca Johnston",3,"5 on 4","Shot","f",746,155,12,"",NA,NA,"Slapshot",0,0.0229198088070501
"761","2/11/2018","2018-02-11 - Olympic Athletes from Russia - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Olympic Athletes from Russia","home","Rebecca Johnston",3,"5 on 4","Shot","f",737,187,33,"",NA,NA,"Snapshot",0,0.126231010983225
"767","2/11/2018","2018-02-11 - Olympic Athletes from Russia - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Olympic Athletes from Russia","home","Haley Irwin",3,"5 on 4","Shot","f",721,185,42,"",NA,NA,"Deflection",0,0.20906960502035
"780","2/11/2018","2018-02-11 - Olympic Athletes from Russia - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Olympic Athletes from Russia","home","Rebecca Johnston",3,"5 on 3","Shot","t",680,184,54,"",NA,NA,"Wristshot",1,0.0559815147462277
"791","2/11/2018","2018-02-11 - Olympic Athletes from Russia - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Olympic Athletes from Russia","home","Brianne Jenner",3,"5 on 4","Shot","f",646,144,33,"",NA,NA,"Fan",0,2.12719275846437e-09
"796","2/11/2018","2018-02-11 - Olympic Athletes from Russia - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Olympic Athletes from Russia","home","Laura Fortino",3,"5 on 4","Shot","f",630,140,73,"",NA,NA,"Slapshot",0,0.0118820066019392
"797","2/11/2018","2018-02-11 - Olympic Athletes from Russia - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Olympic Athletes from Russia","home","Meghan Agosta",3,"5 on 4","Shot","f",627,182,53,"",NA,NA,"Snapshot",0,0.103547033266195
"807","2/11/2018","2018-02-11 - Olympic Athletes from Russia - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Olympic Athletes from Russia","home","Lauriane Rougeau",3,"5 on 4","Shot","f",589,180,58,"",NA,NA,"Wristshot",0,0.0456767989245504
"808","2/11/2018","2018-02-11 - Olympic Athletes from Russia - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Olympic Athletes from Russia","home","Meaghan Mikkelson",3,"5 on 5","Shot","f",582,128,20,"",NA,NA,"Wristshot",0,0.0022602775583437
"818","2/11/2018","2018-02-11 - Olympic Athletes from Russia - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Olympic Athletes from Russia","home","Meghan Agosta",3,"5 on 5","Shot","f",560,190,55,"",NA,NA,"Wristshot",0,0.0770519564426002
"821","2/11/2018","2018-02-11 - Olympic Athletes from Russia - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Olympic Athletes from Russia","home","Marie-Philip Poulin",3,"5 on 5","Shot","f",557,180,46,"",NA,NA,"Wristshot",0,0.0441619216323539
"822","2/11/2018","2018-02-11 - Olympic Athletes from Russia - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Olympic Athletes from Russia","home","Melodie Daoust",3,"5 on 5","Shot","t",557,188,41,"",NA,NA,"Wristshot",1,0.066774738280949
"826","2/11/2018","2018-02-11 - Olympic Athletes from Russia - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Olympic Athletes from Russia","home","Jennifer Wakefield",3,"5 on 5","Shot","f",538,169,81,"",NA,NA,"Wristshot",0,0.0267686756867823
"829","2/11/2018","2018-02-11 - Olympic Athletes from Russia - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Olympic Athletes from Russia","home","Natalie Spooner",3,"5 on 5","Shot","f",520,182,57,"",NA,NA,"Wristshot",0,0.0507228042530894
"839","2/11/2018","2018-02-11 - Olympic Athletes from Russia - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Olympic Athletes from Russia","home","Brianne Jenner",3,"5 on 5","Shot","f",487,163,32,"",NA,NA,"Wristshot",0,0.0166808003116196
"853","2/11/2018","2018-02-11 - Olympic Athletes from Russia - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Olympic Athletes from Russia","home","Laura Stacey",3,"5 on 5","Shot","f",444,158,78,"",NA,NA,"Snapshot",0,0.0310322805940099
"859","2/11/2018","2018-02-11 - Olympic Athletes from Russia - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Olympic Athletes from Russia","home","Laura Stacey",3,"5 on 5","Shot","f",414,181,7,"",NA,NA,"Wristshot",0,0.0417671610541396
"860","2/11/2018","2018-02-11 - Olympic Athletes from Russia - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Olympic Athletes from Russia","home","Sarah Nurse",3,"5 on 5","Shot","f",414,185,28,"",NA,NA,"Deflection",0,0.202338538710903
"866","2/11/2018","2018-02-11 - Olympic Athletes from Russia - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Olympic Athletes from Russia","home","Meghan Agosta",3,"5 on 5","Shot","f",395,173,58,"",NA,NA,"Wristshot",0,0.0312188983946195
"890","2/11/2018","2018-02-11 - Olympic Athletes from Russia - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Olympic Athletes from Russia","home","Rebecca Johnston",3,"5 on 5","Shot","f",286,175,21,"",NA,NA,"Snapshot",0,0.0661004771103363
"895","2/11/2018","2018-02-11 - Olympic Athletes from Russia - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Olympic Athletes from Russia","home","Jocelyne Larocque",3,"5 on 5","Shot","f",270,136,12,"",NA,NA,"Slapshot",0,0.00795200698698923
"908","2/11/2018","2018-02-11 - Olympic Athletes from Russia - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Olympic Athletes from Russia","home","Bailey Bram",3,"5 on 5","Shot","f",207,180,65,"",NA,NA,"Snapshot",0,0.0965521017270755
"915","2/11/2018","2018-02-11 - Olympic Athletes from Russia - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Olympic Athletes from Russia","home","Marie-Philip Poulin",3,"5 on 5","Shot","f",186,163,19,"",NA,NA,"Snapshot",0,0.0344810668949978
"916","2/11/2018","2018-02-11 - Olympic Athletes from Russia - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Olympic Athletes from Russia","home","Marie-Philip Poulin",3,"5 on 5","Shot","f",185,168,41,"",NA,NA,"Wristshot",0,0.0225851963999846
"929","2/11/2018","2018-02-11 - Olympic Athletes from Russia - Women at Canada - Women","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Canada","away","Lyudmila Belyakova",3,"5 on 5","Shot","f",130,173,62,"",NA,NA,"Wristshot",0,0.0315768820832119
"935","2/11/2018","2018-02-11 - Olympic Athletes from Russia - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Olympic Athletes from Russia","home","Natalie Spooner",3,"5 on 5","Shot","f",119,184,37,"",NA,NA,"Snapshot",0,0.109830331460344
"942","2/11/2018","2018-02-11 - Olympic Athletes from Russia - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Olympic Athletes from Russia","home","Meaghan Mikkelson",3,"5 on 5","Shot","f",94,137,11,"",NA,NA,"Slapshot",0,0.00838595890830429
"943","2/11/2018","2018-02-11 - Olympic Athletes from Russia - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Olympic Athletes from Russia","home","Brianne Jenner",3,"5 on 5","Shot","f",93,168,38,"",NA,NA,"Snapshot",0,0.0477081959869471
"944","2/11/2018","2018-02-11 - Olympic Athletes from Russia - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Olympic Athletes from Russia","home","Rebecca Johnston",3,"5 on 5","Shot","f",91,183,38,"",NA,NA,"Wristshot",0,0.0507517686660492
"950","2/11/2018","2018-02-11 - Olympic Athletes from Russia - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Olympic Athletes from Russia","home","Jillian Saulnier",3,"5 on 5","Shot","f",72,165,41,"",NA,NA,"Snapshot",0,0.0409149561586676
"955","2/11/2018","2018-02-11 - Olympic Athletes from Russia - Women at Canada - Women","Olympic (Women) - Olympic Athletes from Russia","Olympic (Women) - Canada","away","Lyudmila Belyakova",3,"5 on 5","Shot","f",46,170,53,"",NA,NA,"Snapshot",0,0.0553783000599836
"967","2/11/2018","2018-02-11 - Olympic Athletes from Russia - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Olympic Athletes from Russia","home","Laura Fortino",3,"5 on 5","Shot","f",8,158,60,"",NA,NA,"Wristshot",0,0.0136961397155803
"968","2/11/2018","2018-02-11 - Olympic Athletes from Russia - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Olympic Athletes from Russia","home","Jennifer Wakefield",3,"5 on 5","Shot","f",4,168,32,"",NA,NA,"Fan",0,8.2335228832382e-09
"976","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Finland","home","Sarah Nurse",1,"5 on 5","Shot","f",1182,188,46,"",NA,NA,"Wrap Around",0,9.81038866490274e-09
"980","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Finland","home","Meghan Agosta",1,"5 on 5","Shot","t",1166,185,38,"",NA,NA,"Snapshot",1,0.115779616599072
"1003","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Finland","home","Brianne Jenner",1,"5 on 5","Shot","f",1109,175,33,"",NA,NA,"Wristshot",0,0.0324346464209473
"1008","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Finland","home","Natalie Spooner",1,"5 on 5","Shot","f",1096,143,22,"",NA,NA,"Wristshot",0,0.00529123569125827
"1030","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Finland","Olympic (Women) - Canada","away","Emma Nuutinen",1,"5 on 5","Shot","f",1030,160,47,"",NA,NA,"Wristshot",0,0.0147438226286302
"1038","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Finland","Olympic (Women) - Canada","away","Tanja Niskanen",1,"5 on 5","Shot","f",1004,168,41,"",NA,NA,"Wristshot",0,0.0225851963999846
"1039","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Finland","Olympic (Women) - Canada","away","Mira Jalosuo",1,"5 on 5","Shot","f",1001,144,69,"",NA,NA,"Slapshot",0,0.0146798732024421
"1050","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Finland","home","Marie-Philip Poulin",1,"5 on 4","Shot","f",957,132,25,"",NA,NA,"Wristshot",0,0.00287382951789106
"1058","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Finland","home","Meghan Agosta",1,"5 on 4","Shot","f",920,184,46,"",NA,NA,"Snapshot",0,0.112446616823359
"1062","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Finland","home","Brigette Lacquette",1,"5 on 4","Shot","f",910,132,53,"",NA,NA,"Slapshot",0,0.00716219403685198
"1124","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Finland","home","Brigette Lacquette",1,"5 on 5","Shot","f",661,145,56,"",NA,NA,"Snapshot",0,0.0141940501905693
"1132","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Finland","home","Meghan Agosta",1,"5 on 5","Shot","f",648,159,74,"",NA,NA,"Slapshot",0,0.0340904093940117
"1142","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Finland","Olympic (Women) - Canada","away","Rosa Lindstedt",1,"5 on 5","Shot","f",596,172,35,"",NA,NA,"Wristshot",0,0.0276735538804524
"1145","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Finland","home","Rebecca Johnston",1,"5 on 5","Shot","f",588,141,31,"",NA,NA,"Wristshot",0,0.00485469548133113
"1147","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Finland","home","Rebecca Johnston",1,"5 on 5","Shot","f",580,164,69,"",NA,NA,"Slapshot",0,0.0440999584115722
"1150","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Finland","home","Brigette Lacquette",1,"5 on 5","Shot","f",568,135,51,"",NA,NA,"Snapshot",0,0.00799828223227763
"1151","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Finland","home","Blayre Turnbull",1,"5 on 5","Shot","f",566,189,53,"",NA,NA,"Snapshot",0,0.146437912884876
"1157","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Finland","home","Jennifer Wakefield",1,"5 on 5","Shot","f",549,148,8,"",NA,NA,"Wristshot",0,0.00672601416066249
"1171","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Finland","Olympic (Women) - Canada","away","Minnamari Tuominen",1,"5 on 4","Shot","f",493,132,46,"",NA,NA,"Wristshot",0,0.00305647181620717
"1172","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Finland","Olympic (Women) - Canada","away","Linda Valimaki",1,"5 on 4","Shot","f",492,180,44,"",NA,NA,"Snapshot",0,0.0912941583486353
"1190","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Finland","Olympic (Women) - Canada","away","Jenni Hiirikoski",1,"5 on 4","Shot","f",422,144,6,"",NA,NA,"Slapshot",0,0.0122260360730809
"1220","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Finland","home","Jocelyne Larocque",1,"5 on 5","Shot","f",307,130,18,"",NA,NA,"Wristshot",0,0.00251525925245455
"1226","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Finland","Olympic (Women) - Canada","away","Michelle Karvinen",1,"5 on 5","Shot","f",279,133,5,"",NA,NA,"Slapshot",0,0.00658410495904287
"1233","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Finland","home","Brianne Jenner",1,"5 on 5","Shot","f",263,180,53,"",NA,NA,"Wristshot",0,0.0450396782128478
"1243","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Finland","home","Lauriane Rougeau",1,"5 on 5","Shot","f",217,178,29,"",NA,NA,"Wristshot",0,0.0377683848163443
"1252","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Finland","home","Marie-Philip Poulin",1,"5 on 5","Shot","t",167,180,45,"",NA,NA,"Wristshot",1,0.0440378673635973
"1285","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Finland","home","Brigette Lacquette",1,"5 on 4","Shot","f",66,153,25,"",NA,NA,"Wristshot",0,0.00935521196398616
"1288","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Finland","home","Jennifer Wakefield",1,"5 on 4","Shot","f",56,139,24,"",NA,NA,"Snapshot",0,0.0092494846298099
"1296","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Finland","home","Brianne Jenner",1,"5 on 4","Shot","f",23,177,28,"",NA,NA,"Fan",0,1.35322449538694e-08
"1299","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Finland","home","Rebecca Johnston",1,"5 on 4","Shot","f",9,180,26,"",NA,NA,"Snapshot",0,0.086993851072185
"1312","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Finland","home","Laura Fortino",2,"5 on 4","Shot","f",1172,153,69,"",NA,NA,"Slapshot",0,0.0241775392803493
"1318","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Finland","home","Haley Irwin",2,"5 on 4","Shot","f",1159,184,58,"",NA,NA,"Fan",0,2.19542935712602e-08
"1325","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Finland","home","Sarah Nurse",2,"5 on 5","Shot","f",1128,171,59,"",NA,NA,"Snapshot",0,0.0593887494217483
"1337","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Finland","home","Rebecca Johnston",2,"5 on 5","Shot","f",1083,177,56,"",NA,NA,"Wristshot",0,0.0386110063490731
"1368","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Finland","home","Meghan Agosta",2,"5 on 5","Shot","f",987,171,77,"",NA,NA,"Snapshot",0,0.0624177626048773
"1373","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Finland","home","Laura Stacey",2,"5 on 5","Shot","f",967,188,70,"",NA,NA,"Wristshot",0,0.0722935570635455
"1394","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Finland","home","Brianne Jenner",2,"5 on 5","Shot","f",916,176,36,"",NA,NA,"Wristshot",0,0.0345491372939015
"1397","2/13/2018","2018-02-13 - Finland - Women at Canada - Women","Olympic (Women) - Canada","Olympic (Women) - Finland","home","Jillian Saulnier",2,"5 on 5","Shot","f",908,179,51,"",NA,NA,"Snapshot",0,0.0883580736207076
